student_code,name,age,gender,class_level,semester,study_hours,sleep_hours,screen_time,study_days,attendance,previous_marks,exam_score,passed
STU-00723,Pooja Singh,16,Female,10th,Semester 2,0.9,6.5,1.0,3,40.0,40.1,30.7,0
STU-00724,Rohan Bose,17,Male,11th,Semester 2,1.2,5.5,2.2,3,81.5,59.0,50.8,1
STU-00725,Diya Bose,18,Female,12th,Semester 1,3.0,6.0,6.1,6,68.3,61.3,46.1,0
STU-00726,Aaradhya Kulkarni,15,Female,10th,Semester 2,3.3,8.6,2.6,5,78.0,63.2,61.0,1
STU-00727,Angel Das,21,Female,Undergraduate,Semester 2,2.2,6.7,6.2,4,84.5,54.2,47.4,0
STU-00728,Siddharth Kumar,18,Male,12th,Semester 2,1.1,7.8,5.5,2,86.6,44.5,55.2,1
STU-00729,Dev Malhotra,16,Male,10th,Semester 3,6.2,4.8,10.1,7,94.2,70.0,46.6,0
STU-00730,Saanvi Rao,17,Female,11th,Semester 3,1.6,7.2,2.5,4,73.7,41.2,48.3,0
STU-00731,Anand Reddy,15,Male,10th,Semester 4,6.0,8.2,3.8,7,60.8,66.5,63.5,1
STU-00732,Khushi Deshmukh,15,Female,9th,Semester 1,0.9,4.5,5.0,2,89.9,66.7,60.6,1
STU-00733,Tara Chouhan,15,Female,10th,Semester 2,2.5,5.9,2.7,5,96.2,57.2,51.0,1
STU-00734,Pooja Patel,15,Female,10th,Semester 2,1.9,8.2,5.0,3,93.7,59.0,52.8,1
STU-00735,Siddharth Gupta,17,Male,12th,Semester 3,2.1,5.5,2.8,4,95.8,68.0,70.0,1
STU-00736,Priyanka Kapoor,18,Female,11th,Semester 4,3.4,7.8,0.8,5,95.5,82.3,71.5,1
STU-00737,Kabir Patel,15,Male,9th,Semester 1,3.4,7.4,1.5,6,52.6,63.3,46.6,0
STU-00738,Angel Sharma,16,Female,10th,Semester 2,0.7,7.6,1.3,2,85.9,56.4,45.8,0
STU-00739,Anika Banerjee,17,Female,12th,Semester 1,2.5,6.3,5.3,4,58.0,39.4,32.6,0
STU-00740,Arnav Kumar,15,Male,10th,Semester 3,3.5,6.3,1.6,6,86.2,70.6,58.1,1
STU-00741,Sara Rao,16,Female,12th,Semester 2,4.2,5.2,1.3,6,75.4,59.9,61.5,1
STU-00742,Isha Banerjee,14,Female,10th,Semester 2,4.4,8.7,1.0,7,74.5,73.6,53.9,1
STU-00743,Pranav Kapoor,16,Male,10th,Semester 3,6.3,6.9,5.0,7,40.0,61.7,57.5,1
STU-00744,Pranav Rao,18,Male,11th,Semester 3,1.8,5.9,6.3,4,67.2,40.2,42.7,0
STU-00745,Muhammad Banerjee,14,Male,9th,Semester 4,3.9,5.6,0.5,6,80.5,73.7,61.9,1
STU-00746,Atharv Chouhan,16,Male,12th,Semester 1,5.3,7.4,1.7,7,63.3,69.8,68.3,1
STU-00747,Siddharth Singh,20,Male,Undergraduate,Semester 1,5.7,6.9,7.6,7,90.7,69.6,75.0,1
STU-00748,Shaurya Sharma,16,Male,9th,Semester 1,6.5,7.2,2.8,7,67.1,70.3,65.4,1
STU-00749,Vivaan Kulkarni,17,Male,12th,Semester 2,6.4,6.5,3.3,7,93.4,80.5,71.8,1
STU-00750,Pooja Deshmukh,18,Female,11th,Semester 4,6.5,7.6,3.8,7,75.8,70.9,69.0,1
STU-00751,Meera Reddy,18,Female,11th,Semester 1,2.4,6.3,6.5,4,61.7,49.1,41.6,0
STU-00752,Anika Bose,17,Female,11th,Semester 2,11.3,7.2,4.4,7,90.0,82.4,100.0,1
STU-00753,Ayaan Deshmukh,18,Male,11th,Semester 3,4.9,8.3,5.7,7,94.7,78.3,70.3,1
STU-00754,Tanvi Nair,17,Female,12th,Semester 1,2.1,6.4,1.3,4,86.7,58.2,57.5,1
STU-00755,Muhammad Nair,15,Male,9th,Semester 3,4.1,7.1,3.2,7,94.1,70.6,62.6,1
STU-00756,Anushka Choudhury,18,Female,11th,Semester 1,3.6,7.9,2.8,6,79.2,59.3,42.9,0
STU-00757,Anushka Malhotra,18,Female,12th,Semester 1,1.1,5.6,4.2,2,74.0,53.4,44.8,0
STU-00758,Riya Nair,17,Other,12th,Semester 1,2.5,5.5,2.2,5,82.0,69.0,67.8,1
STU-00759,Krishna Banerjee,21,Male,Undergraduate,Semester 3,3.1,7.2,1.6,5,78.9,60.9,55.1,1
STU-00760,Ananya Kumar,16,Female,12th,Semester 3,4.6,9.0,1.8,7,81.3,66.7,72.0,1
STU-00761,Krishna Kumar,14,Male,10th,Semester 1,1.8,7.6,2.3,4,85.9,57.6,66.3,1
STU-00762,Khushi Bose,15,Female,10th,Semester 4,2.1,7.0,2.9,4,89.2,63.1,66.2,1
STU-00763,Aditya Bose,18,Other,11th,Semester 1,3.7,7.9,3.3,6,95.8,63.5,65.4,1
STU-00764,Avani Singh,14,Female,10th,Semester 4,3.0,5.7,2.7,6,90.0,62.9,51.5,1
STU-00765,Advik Deshmukh,17,Male,12th,Semester 3,2.8,6.3,2.0,4,82.4,74.1,53.3,1
STU-00766,Angel Patel,16,Female,11th,Semester 3,0.9,7.6,1.6,2,73.9,60.7,58.4,1
STU-00767,Shaurya Bhat,19,Male,Undergraduate,Semester 4,1.5,6.7,3.6,4,67.4,49.1,46.7,0
STU-00768,Aaradhya Kumar,15,Female,10th,Semester 3,7.2,7.5,2.2,7,73.1,84.9,75.1,1
STU-00769,Dhruv Rao,18,Male,11th,Semester 3,4.8,6.6,2.8,7,66.5,58.5,65.0,1
STU-00770,Vivaan Singh,15,Male,9th,Semester 3,3.8,8.3,1.8,7,81.3,68.9,63.8,1
STU-00771,Anushka Das,16,Female,9th,Semester 2,5.3,6.8,5.7,7,82.8,82.2,75.0,1
STU-00772,Saanvi Nair,18,Female,Undergraduate,Semester 1,3.3,5.2,6.1,5,84.2,61.6,64.7,1
STU-00773,Muhammad Deshmukh,22,Male,Undergraduate,Semester 2,1.8,6.4,3.2,3,59.1,49.5,46.2,0
STU-00774,Kabir Reddy,16,Male,12th,Semester 2,1.0,4.7,2.4,2,81.6,57.6,47.9,0
STU-00775,Anika Nair,16,Female,12th,Semester 2,10.7,6.7,2.5,7,89.3,87.5,81.5,1
STU-00776,Pooja Joshi,18,Female,11th,Semester 1,4.9,9.1,2.8,7,79.9,74.0,61.8,1
STU-00777,Tara Choudhury,18,Female,12th,Semester 1,1.1,6.5,11.0,3,74.7,44.6,34.7,0
STU-00778,Kabir Choudhury,16,Male,12th,Semester 4,3.9,8.2,3.2,6,96.0,78.7,80.2,1
STU-00779,Arjun Nair,14,Male,9th,Semester 1,3.8,5.8,2.5,6,88.3,69.0,68.1,1
STU-00780,Meera Kulkarni,16,Female,10th,Semester 3,1.3,7.2,1.7,4,72.3,58.0,49.3,0
STU-00781,Khushi Sharma,15,Other,10th,Semester 1,4.0,6.9,1.3,6,79.0,66.2,77.8,1
STU-00782,Ayaan Deshmukh,16,Male,10th,Semester 1,4.3,4.7,7.6,7,83.8,66.2,55.7,1
STU-00783,Aaryan Deshmukh,14,Male,10th,Semester 3,4.3,7.2,1.1,7,85.3,73.0,73.3,1
STU-00784,Aaryan Bose,14,Male,9th,Semester 3,1.4,6.9,1.5,4,76.8,53.6,37.7,0
STU-00785,Sai Deshmukh,16,Male,9th,Semester 3,6.8,6.0,7.8,7,83.3,75.5,64.0,1
STU-00786,Reyansh Deshmukh,18,Male,12th,Semester 3,2.2,7.4,6.9,4,89.0,57.7,45.3,0
STU-00787,Navya Kapoor,15,Female,9th,Semester 1,3.2,9.3,6.5,5,86.5,58.6,56.4,1
STU-00788,Tara Iyer,17,Female,12th,Semester 1,4.4,7.1,8.2,7,82.9,62.7,52.9,1
STU-00789,Anand Gupta,16,Male,9th,Semester 3,2.8,7.6,3.3,4,69.7,59.0,52.2,1
STU-00790,Aditya Mishra,18,Male,12th,Semester 2,0.8,6.7,1.8,2,82.8,54.5,43.6,0
STU-00791,Anushka Choudhury,16,Female,10th,Semester 2,1.9,8.0,0.7,4,80.3,72.0,64.8,1
STU-00792,Aanya Deshmukh,14,Female,10th,Semester 4,7.1,7.3,1.4,7,63.1,78.6,84.1,1
STU-00793,Khushi Kumar,18,Female,11th,Semester 4,1.1,7.0,8.5,3,87.9,44.7,30.2,0
STU-00794,Pranav Singh,19,Male,Undergraduate,Semester 1,2.3,6.9,2.1,5,78.9,60.6,44.2,0
STU-00795,Aaradhya Mehta,14,Female,9th,Semester 1,2.5,8.2,1.5,4,83.4,60.7,64.6,1
STU-00796,Vihaan Verma,15,Male,10th,Semester 3,2.4,6.3,1.7,5,68.3,57.7,47.4,0
STU-00797,Ayaan Verma,15,Male,10th,Semester 3,3.2,6.8,1.6,6,71.9,71.9,50.3,1
STU-00798,Aanya Kulkarni,15,Female,10th,Semester 1,1.7,9.0,2.6,3,97.8,61.1,44.8,0
STU-00799,Vivaan Rao,14,Male,9th,Semester 1,6.2,7.1,0.7,7,78.7,74.1,80.4,1
STU-00800,Sara Kapoor,21,Female,Undergraduate,Semester 4,2.5,8.3,3.9,4,75.1,56.6,47.6,0
STU-00801,Isha Kulkarni,16,Female,10th,Semester 1,4.6,6.1,3.9,7,81.6,71.7,69.6,1
STU-00802,Anika Rao,15,Female,10th,Semester 4,6.5,5.5,5.0,7,60.0,61.2,49.4,0
STU-00803,Riya Nair,15,Female,10th,Semester 2,2.4,7.2,3.9,5,98.8,68.1,68.1,1
STU-00804,Krishna Patel,21,Male,Undergraduate,Semester 2,1.2,7.6,1.9,2,77.0,55.5,49.7,0
STU-00805,Angel Singh,18,Female,11th,Semester 2,4.5,7.4,8.4,7,86.7,56.5,46.3,0
STU-00806,Anand Singh,16,Male,12th,Semester 1,4.7,7.7,3.3,7,82.2,68.1,73.0,1
STU-00807,Myra Kulkarni,14,Female,10th,Semester 4,0.9,8.6,3.0,2,89.2,60.5,47.9,0
STU-00808,Reyansh Chouhan,14,Male,10th,Semester 1,2.9,5.7,4.4,4,87.6,53.7,56.3,1
STU-00809,Navya Mehta,20,Other,Undergraduate,Semester 2,1.9,7.2,1.1,4,89.5,57.9,60.3,1
STU-00810,Rohan Chouhan,15,Male,9th,Semester 2,3.8,7.6,2.8,7,58.2,65.9,56.8,1
STU-00811,Pranav Mehta,17,Male,11th,Semester 1,1.7,7.9,2.1,4,94.2,72.0,56.4,1
STU-00812,Aanya Nair,17,Female,11th,Semester 3,4.3,6.4,3.4,6,78.0,66.6,68.0,1
STU-00813,Anika Iyer,18,Female,Undergraduate,Semester 3,1.1,7.2,8.1,2,55.0,42.5,30.2,0
STU-00814,Dev Deshmukh,19,Male,Undergraduate,Semester 4,5.0,6.9,2.6,7,65.2,76.7,65.9,1
STU-00815,Aaryan Nair,14,Male,9th,Semester 1,4.3,7.5,5.2,6,93.7,67.4,63.5,1
STU-00816,Anand Rao,16,Male,9th,Semester 3,5.1,6.6,3.3,7,62.7,63.5,52.3,1
STU-00817,Vihaan Iyer,18,Male,Undergraduate,Semester 2,2.7,7.5,3.6,5,85.3,69.3,61.9,1
STU-00818,Aarav Nair,16,Male,12th,Semester 2,10.4,9.3,4.9,7,57.9,76.1,61.6,1
STU-00819,Khushi Chouhan,14,Female,10th,Semester 3,2.8,8.9,0.9,5,74.0,55.8,52.9,1
STU-00820,Anushka Kumar,14,Female,10th,Semester 4,2.6,6.9,7.8,5,73.8,65.4,40.7,0
STU-00821,Siddharth Iyer,16,Male,9th,Semester 1,5.2,7.7,8.7,7,91.0,52.9,53.1,1
STU-00822,Anand Gupta,21,Male,Undergraduate,Semester 2,2.1,7.4,3.2,5,92.3,68.5,66.0,1
STU-00823,Ayaan Bhat,21,Male,Undergraduate,Semester 4,2.7,7.2,2.5,5,90.8,65.9,61.2,1
STU-00824,Meera Chouhan,16,Female,9th,Semester 4,2.4,6.8,2.0,4,86.5,74.5,61.4,1
STU-00825,Arjun Iyer,16,Male,10th,Semester 2,4.9,8.0,1.6,7,81.1,66.9,63.8,1
STU-00826,Siddharth Banerjee,17,Male,11th,Semester 2,3.0,6.1,3.4,6,84.8,80.5,64.3,1
STU-00827,Kabir Chouhan,15,Male,9th,Semester 1,2.3,5.8,8.1,4,88.7,52.3,43.8,0
STU-00828,Saanvi Das,18,Female,Undergraduate,Semester 2,1.0,6.2,8.2,3,44.6,31.7,16.5,0
STU-00829,Aarav Joshi,15,Male,10th,Semester 1,2.2,6.8,2.4,5,79.8,62.7,52.1,1
STU-00830,Dev Singh,17,Male,12th,Semester 4,4.2,7.3,0.6,6,58.4,67.2,54.9,1
STU-00831,Aanya Nair,17,Female,12th,Semester 2,3.3,6.6,0.8,6,85.9,64.2,63.6,1
STU-00832,Ishaan Banerjee,14,Male,9th,Semester 4,1.1,10.0,7.2,2,86.1,48.4,47.3,0
STU-00833,Ishaan Das,16,Male,11th,Semester 4,2.2,7.4,3.9,5,93.8,70.1,56.7,1
STU-00834,Anushka Rao,16,Female,10th,Semester 4,7.6,4.9,4.6,7,84.3,78.4,70.4,1
STU-00835,Krishna Banerjee,16,Male,9th,Semester 3,1.0,6.8,3.4,2,75.0,57.0,51.5,1
STU-00836,Siddharth Joshi,16,Male,9th,Semester 1,3.1,5.8,0.5,5,70.5,63.0,45.9,0
STU-00837,Anushka Joshi,16,Female,10th,Semester 4,1.4,6.1,6.5,3,89.5,59.2,44.8,0
STU-00838,Muhammad Sharma,15,Male,10th,Semester 4,6.9,7.1,2.5,7,81.2,75.0,73.4,1
STU-00839,Saanvi Deshmukh,18,Female,Undergraduate,Semester 3,0.8,7.1,4.5,3,77.0,47.8,48.4,0
STU-00840,Dev Das,15,Male,10th,Semester 4,1.8,4.0,1.4,4,98.0,76.7,64.4,1
STU-00841,Ayaan Patel,14,Male,9th,Semester 2,0.7,7.6,4.4,2,81.4,48.8,30.6,0
STU-00842,Pari Verma,16,Female,11th,Semester 2,2.4,6.2,4.3,5,74.5,61.6,49.4,0
STU-00843,Pooja Reddy,17,Female,12th,Semester 4,1.9,7.6,4.0,3,85.4,49.0,58.8,1
STU-00844,Navya Kumar,22,Female,Undergraduate,Semester 4,3.6,8.7,2.7,6,65.9,56.5,54.2,1
STU-00845,Aadhya Choudhury,17,Female,12th,Semester 1,5.8,6.8,2.6,7,87.1,83.4,80.0,1
STU-00846,Pooja Iyer,14,Female,10th,Semester 4,3.8,7.5,1.1,6,79.2,62.6,64.5,1
STU-00847,Vihaan Nair,16,Male,10th,Semester 1,9.6,5.9,6.1,7,77.4,82.3,90.7,1
STU-00848,Aanya Reddy,21,Female,Undergraduate,Semester 3,8.2,6.1,1.8,7,77.9,87.6,71.3,1
STU-00849,Rohan Gupta,16,Male,11th,Semester 2,2.1,7.2,2.6,5,88.5,62.2,69.1,1
STU-00850,Advaith Mehta,15,Male,10th,Semester 3,3.8,8.4,2.0,6,50.6,71.4,53.9,1
STU-00851,Aditya Iyer,14,Male,10th,Semester 1,6.7,6.1,5.0,7,70.4,78.6,71.8,1
STU-00852,Arjun Iyer,14,Male,10th,Semester 1,3.6,6.8,3.1,6,94.1,75.4,64.3,1
STU-00853,Ayaan Banerjee,22,Male,Undergraduate,Semester 2,6.5,4.7,1.6,7,85.6,80.6,73.5,1
STU-00854,Sai Verma,16,Male,9th,Semester 1,4.6,7.1,5.9,7,66.2,49.9,60.2,1
STU-00855,Vihaan Nair,18,Male,11th,Semester 2,1.7,5.8,10.5,4,87.5,55.8,44.2,0
STU-00856,Reyansh Joshi,17,Male,12th,Semester 1,2.0,6.8,3.5,4,72.2,66.6,60.7,1
STU-00857,Isha Mishra,16,Female,11th,Semester 3,1.6,7.4,2.4,4,57.0,46.1,42.9,0
STU-00858,Tara Bhat,16,Female,12th,Semester 2,6.1,6.9,1.8,7,55.9,55.2,51.6,1
STU-00859,Riya Gupta,16,Female,10th,Semester 1,6.3,5.2,1.6,7,66.3,78.6,64.6,1
STU-00860,Vivaan Choudhury,16,Male,9th,Semester 4,4.9,8.4,1.9,7,87.1,76.8,75.4,1
STU-00861,Khushi Bose,15,Female,9th,Semester 3,1.1,5.5,2.4,2,64.9,48.0,39.9,0
STU-00862,Tara Patel,14,Female,9th,Semester 2,4.2,5.8,4.9,7,94.7,66.4,64.5,1
STU-00863,Anushka Banerjee,16,Female,11th,Semester 4,3.8,7.3,1.9,7,62.0,56.6,37.9,0
STU-00864,Aadhya Kumar,16,Female,11th,Semester 1,1.4,6.9,4.7,3,76.1,44.6,42.3,0
STU-00865,Ayaan Banerjee,16,Male,9th,Semester 3,0.7,6.4,11.0,2,81.6,42.0,35.3,0
STU-00866,Avani Das,16,Female,12th,Semester 2,3.1,4.9,3.4,5,74.8,62.2,59.1,1
STU-00867,Sneha Patel,17,Female,11th,Semester 4,2.6,7.1,5.8,5,95.7,68.1,57.4,1
STU-00868,Dev Banerjee,16,Male,10th,Semester 4,1.3,8.3,3.0,4,74.0,42.6,35.6,0
STU-00869,Tara Verma,14,Female,9th,Semester 1,2.7,5.1,3.4,5,79.4,45.9,42.6,0
STU-00870,Sai Singh,14,Male,9th,Semester 3,0.7,8.2,1.9,2,76.5,63.4,54.6,1
STU-00871,Aaryan Kumar,17,Male,11th,Semester 4,2.9,6.6,2.4,4,92.6,56.2,49.4,0
STU-00872,Avani Kapoor,18,Female,Undergraduate,Semester 4,2.1,6.9,5.1,5,87.4,54.2,46.8,0
STU-00873,Sneha Malhotra,18,Female,11th,Semester 4,1.3,8.0,5.0,4,69.3,53.0,42.1,0
STU-00874,Shaurya Verma,17,Male,11th,Semester 1,3.6,7.6,7.3,6,77.5,59.4,53.0,1
STU-00875,Reyansh Bhat,19,Male,Undergraduate,Semester 1,1.1,6.4,4.4,2,70.6,50.2,47.9,0
STU-00876,Khushi Kulkarni,16,Female,12th,Semester 2,3.5,6.7,3.8,5,84.5,61.2,58.9,1
STU-00877,Ishaan Mehta,17,Male,11th,Semester 4,5.4,8.3,3.8,7,77.5,55.0,63.3,1
STU-00878,Anand Sharma,16,Male,9th,Semester 4,5.7,7.2,2.8,7,90.5,72.9,70.7,1
STU-00879,Aditya Nair,18,Male,11th,Semester 1,0.5,4.7,5.2,2,69.3,30.1,28.7,0
STU-00880,Dhruv Deshmukh,16,Male,11th,Semester 1,5.5,9.9,2.1,7,88.2,68.1,71.9,1
STU-00881,Kabir Choudhury,15,Male,10th,Semester 2,3.8,7.4,2.3,7,63.8,74.6,59.5,1
STU-00882,Anika Sharma,20,Female,Undergraduate,Semester 3,2.2,7.4,2.9,5,85.1,75.2,64.9,1
STU-00883,Kavya Mehta,17,Female,12th,Semester 3,3.0,7.4,2.0,6,84.4,55.9,54.5,1
STU-00884,Myra Deshmukh,19,Female,Undergraduate,Semester 3,3.3,9.2,2.5,6,59.8,51.4,52.9,1
STU-00885,Sneha Rao,17,Female,12th,Semester 2,5.4,8.7,3.5,7,84.4,63.2,62.3,1
STU-00886,Angel Das,20,Female,Undergraduate,Semester 1,3.6,7.9,3.0,6,74.7,71.0,62.5,1
STU-00887,Advik Das,21,Male,Undergraduate,Semester 2,5.7,6.2,1.8,7,86.7,84.7,67.0,1
STU-00888,Saanvi Bose,15,Female,10th,Semester 1,5.4,7.0,2.7,7,55.2,69.1,62.8,1
STU-00889,Vivaan Gupta,16,Male,11th,Semester 3,6.7,5.9,3.7,7,75.1,81.3,76.8,1
STU-00890,Khushi Malhotra,18,Female,11th,Semester 4,3.7,8.1,1.7,5,87.1,69.5,75.3,1
STU-00891,Saanvi Kapoor,15,Female,10th,Semester 3,1.7,5.5,6.7,4,86.5,62.6,42.1,0
STU-00892,Navya Joshi,19,Female,Undergraduate,Semester 3,2.3,7.7,4.7,5,58.1,49.1,38.6,0
STU-00893,Ayaan Singh,15,Male,10th,Semester 4,3.4,4.6,6.4,5,53.3,44.3,39.5,0
STU-00894,Pranav Banerjee,14,Male,10th,Semester 3,6.3,6.0,3.9,7,87.6,85.0,83.5,1
STU-00895,Navya Chouhan,22,Female,Undergraduate,Semester 3,3.6,7.7,3.6,6,82.1,73.1,71.3,1
STU-00896,Isha Nair,14,Female,10th,Semester 1,5.9,9.6,0.5,7,71.4,71.6,60.7,1
STU-00897,Muhammad Bhat,16,Male,11th,Semester 3,4.0,5.2,3.7,6,71.2,83.6,54.6,1
STU-00898,Khushi Sharma,16,Female,12th,Semester 2,4.8,6.2,2.0,7,87.3,72.3,74.1,1
STU-00899,Anushka Verma,18,Female,11th,Semester 4,1.8,9.1,1.9,4,94.5,59.5,55.9,1
STU-00900,Avani Kapoor,21,Female,Undergraduate,Semester 1,9.4,8.6,0.8,7,73.7,77.0,72.9,1
STU-00901,Vihaan Bose,14,Male,9th,Semester 2,4.8,6.1,1.3,7,76.9,61.3,63.6,1
STU-00902,Meera Chouhan,20,Female,Undergraduate,Semester 4,1.5,8.0,3.2,4,81.4,54.9,52.8,1
STU-00903,Sai Mehta,18,Male,Undergraduate,Semester 3,6.6,7.7,7.0,7,75.2,70.2,46.0,0
STU-00904,Anushka Chouhan,16,Female,12th,Semester 3,4.6,8.4,1.1,7,75.0,78.2,71.2,1
STU-00905,Pooja Chouhan,16,Female,11th,Semester 1,2.3,8.6,8.9,4,55.2,37.5,24.2,0
STU-00906,Sneha Nair,14,Female,9th,Semester 2,6.8,8.6,2.9,7,83.4,81.3,80.4,1
STU-00907,Avani Kumar,18,Female,12th,Semester 2,5.3,8.6,2.8,7,89.4,72.8,62.5,1
STU-00908,Riya Bhat,20,Female,Undergraduate,Semester 2,6.1,7.5,1.8,7,89.5,78.2,81.2,1
STU-00909,Dev Joshi,16,Male,9th,Semester 1,2.6,6.4,1.8,4,90.5,53.9,57.3,1
STU-00910,Aaryan Malhotra,15,Male,10th,Semester 2,6.4,5.4,11.0,7,90.2,71.4,65.6,1
STU-00911,Aditya Chouhan,15,Male,10th,Semester 2,3.7,6.9,3.2,6,89.6,64.4,67.9,1
STU-00912,Priyanka Deshmukh,18,Female,Undergraduate,Semester 1,1.7,7.3,5.5,3,79.3,57.8,52.5,1
STU-00913,Sneha Mehta,21,Female,Undergraduate,Semester 1,4.9,7.2,4.9,7,94.1,76.2,70.7,1
STU-00914,Sara Bhat,15,Female,10th,Semester 4,1.9,7.4,2.5,3,60.7,44.9,43.7,0
STU-00915,Kabir Choudhury,16,Male,12th,Semester 4,3.0,7.1,3.1,5,76.2,49.4,39.7,0
STU-00916,Angel Iyer,15,Female,10th,Semester 1,1.7,6.0,1.0,4,71.1,51.0,49.0,0
STU-00917,Aaradhya Choudhury,16,Female,9th,Semester 4,2.5,9.1,7.1,5,95.9,70.6,54.5,1
STU-00918,Kavya Sharma,18,Female,12th,Semester 1,3.7,5.1,7.0,6,57.2,58.4,40.2,0
STU-00919,Vivaan Kapoor,17,Male,12th,Semester 1,2.2,5.5,4.4,5,89.3,65.9,54.3,1
STU-00920,Vihaan Mishra,18,Male,12th,Semester 1,3.9,6.0,4.8,7,69.8,58.3,53.7,1
STU-00921,Krishna Iyer,18,Male,Undergraduate,Semester 1,1.6,4.0,1.6,4,89.5,64.1,51.7,1
STU-00922,Sneha Sharma,18,Female,12th,Semester 3,2.6,6.6,6.3,5,94.0,57.7,54.7,1
STU-00923,Kavya Choudhury,15,Female,10th,Semester 1,1.5,7.3,3.8,3,90.9,58.6,63.5,1
STU-00924,Avani Malhotra,16,Female,9th,Semester 4,3.3,7.7,4.2,6,84.8,68.9,65.4,1
STU-00925,Myra Singh,15,Female,10th,Semester 3,4.3,6.7,2.4,6,79.2,77.9,56.4,1
STU-00926,Muhammad Joshi,15,Male,9th,Semester 3,2.4,6.1,5.0,4,86.3,61.2,51.3,1
STU-00927,Myra Banerjee,16,Female,12th,Semester 4,2.9,5.9,4.0,5,93.7,68.2,54.7,1
STU-00928,Aaryan Reddy,17,Male,12th,Semester 3,3.0,6.6,3.6,6,93.0,70.0,70.5,1
STU-00929,Aanya Banerjee,18,Female,12th,Semester 4,4.3,7.3,0.9,7,94.1,74.1,82.6,1
STU-00930,Pari Singh,19,Female,Undergraduate,Semester 4,1.3,8.3,3.3,4,78.2,49.6,58.3,1
STU-00931,Rohan Iyer,14,Male,9th,Semester 1,7.4,8.8,3.1,7,84.6,79.2,84.2,1
STU-00932,Ishaan Sharma,16,Male,11th,Semester 3,5.2,7.9,5.2,7,76.7,61.2,68.5,1
STU-00933,Sara Bhat,22,Female,Undergraduate,Semester 1,2.1,8.2,3.5,5,70.9,66.2,48.8,0
STU-00934,Meera Kulkarni,18,Female,12th,Semester 3,3.1,6.5,1.3,6,73.1,70.9,55.5,1
STU-00935,Meera Verma,18,Female,11th,Semester 3,2.7,6.9,1.3,5,76.3,67.4,43.3,0
STU-00936,Avani Kapoor,14,Female,9th,Semester 4,2.0,4.7,2.9,4,76.0,53.9,40.5,0
STU-00937,Tanvi Joshi,17,Female,11th,Semester 4,3.5,7.2,7.2,5,83.9,64.8,56.7,1
STU-00938,Anushka Singh,15,Female,10th,Semester 3,5.1,7.5,1.4,7,83.7,81.6,77.7,1
STU-00939,Angel Gupta,22,Female,Undergraduate,Semester 1,2.0,5.4,1.7,3,68.0,55.7,46.6,0
STU-00940,Diya Rao,17,Female,12th,Semester 4,1.7,4.7,6.7,3,47.2,38.9,27.8,0
STU-00941,Angel Sharma,20,Female,Undergraduate,Semester 2,8.2,5.8,1.0,7,72.9,81.7,74.1,1
STU-00942,Dev Joshi,21,Male,Undergraduate,Semester 1,6.9,7.4,6.3,7,84.7,83.0,71.9,1
STU-00943,Ayaan Verma,18,Male,11th,Semester 2,5.1,6.4,7.5,7,61.6,53.2,42.3,0
STU-00944,Pari Kapoor,15,Female,10th,Semester 4,3.8,5.9,5.6,6,83.2,57.8,51.5,1
STU-00945,Riya Bose,22,Female,Undergraduate,Semester 3,1.7,6.8,10.0,4,85.8,53.5,46.5,0
STU-00946,Tanvi Reddy,22,Female,Undergraduate,Semester 3,10.3,6.3,5.1,7,83.8,90.5,85.9,1
STU-00947,Siddharth Joshi,16,Male,10th,Semester 3,3.5,6.6,3.8,5,93.2,66.7,55.8,1
STU-00948,Diya Iyer,17,Female,11th,Semester 4,3.1,7.7,4.4,6,80.5,52.6,60.4,1
STU-00949,Advik Choudhury,14,Male,9th,Semester 3,2.4,7.7,3.6,4,81.8,73.3,73.3,1
STU-00950,Pranav Kumar,18,Male,12th,Semester 1,1.9,5.2,3.9,3,66.4,57.7,43.0,0
STU-00951,Aanya Malhotra,16,Female,12th,Semester 2,2.7,5.8,1.5,5,84.8,64.7,54.5,1
STU-00952,Rohan Rao,21,Male,Undergraduate,Semester 4,5.5,9.3,0.6,7,85.1,81.4,73.7,1
STU-00953,Aaradhya Chouhan,16,Female,9th,Semester 2,4.7,8.9,3.8,7,76.3,71.6,65.5,1
STU-00954,Ishaan Nair,18,Male,12th,Semester 4,2.8,9.0,2.5,4,87.9,59.6,67.9,1
STU-00955,Advaith Rao,16,Male,12th,Semester 3,3.5,5.9,1.5,5,63.3,53.2,43.4,0
STU-00956,Aarav Verma,17,Male,11th,Semester 1,3.9,6.8,6.1,7,57.0,64.8,46.9,0
STU-00957,Priyanka Choudhury,14,Female,9th,Semester 2,1.3,8.1,3.0,4,92.1,63.0,54.5,1
STU-00958,Tara Singh,17,Female,12th,Semester 1,6.6,5.8,0.5,7,72.9,77.9,68.8,1
STU-00959,Vihaan Deshmukh,14,Male,10th,Semester 3,7.1,7.4,11.0,7,75.5,48.4,51.9,1
STU-00960,Advik Patel,17,Male,11th,Semester 4,4.4,5.9,3.5,6,88.2,67.3,65.2,1
STU-00961,Pari Singh,17,Female,12th,Semester 2,2.4,7.4,1.6,4,74.4,56.9,47.9,0
STU-00962,Dhruv Sharma,18,Male,11th,Semester 3,3.7,7.6,1.9,6,83.9,75.5,79.8,1
STU-00963,Anushka Kumar,18,Female,11th,Semester 4,4.2,6.9,2.8,7,74.6,57.8,60.3,1
